Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.1839,6.2906,292,562799,0,"2023-2024, Utah. Overall (6 months-17 years)",12.1 - 24.7,1,1,1,59,3,1,1590101
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2225,8.8128,292,561673,0,"2023-2024, Utah. Overall (6 months-17 years)",13.4 - 31.1,1,1,1,59,3,1,1590101
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2813,9.2715,292,492434,0,"2023-2024, Utah. Overall (6 months-17 years)",18.9 - 37.4,1,1,1,59,3,1,1590101
Utah,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,,,292,100406,1,"2023-2024, Utah. Overall (6 months-17 years)", - ,1,1,1,59,3,1,1590101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,,,311,12057,1,"2023-2024, Vermont. Overall (6 months-17 years)", - ,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,,,311,44804,1,"2023-2024, Vermont. Overall (6 months-17 years)", - ,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,,,311,72610,1,"2023-2024, Vermont. Overall (6 months-17 years)", - ,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2429,9.8648,311,69775,0,"2023-2024, Vermont. Overall (6 months-17 years)",14.4 - 34.2,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4126,13.4904,311,162390,0,"2023-2024, Vermont. Overall (6 months-17 years)",27.8 - 54.8,1,1,1,60,3,1,1600101
Vermont,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.413,13.4903,311,112927,0,"2023-2024, Vermont. Overall (6 months-17 years)",27.8 - 54.8,1,1,1,60,3,1,1600101
U.S. Virgin Islands,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,,,231,23166,1,"2023-2024, Virgin Islands. Overall (6 months-17 years)", - ,1,1,1,58,3,1,1580101
U.S. Virgin Islands,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,,,231,23166,1,"2023-2024, Virgin Islands. Overall (6 months-17 years)", - ,1,1,1,58,3,1,1580101
U.S. Virgin Islands,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.1059,4.9724,231,23166,0,"2023-2024, Virgin Islands. Overall (6 months-17 years)",5.6 - 15.6,1,1,1,58,3,1,1580101
U.S. Virgin Islands,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.1492,9.7176,231,23166,0,"2023-2024, Virgin Islands. Overall (6 months-17 years)",5.2 - 24.6,1,1,1,58,3,1,1580101
Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4204,4.7296,1324,2406599,0,"2023-2024, Virginia. Overall (6 months-17 years)",37.3 - 46.8,1,1,1,61,3,1,1610101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1832,4.7446,512,1527820,0,"2023-2024, Washington. Overall (6 months-17 years)",13.6 - 23.1,1,1,1,62,3,1,1620101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.201,5.122,512,1566691,0,"2023-2024, Washington. Overall (6 months-17 years)",15.0 - 25.2,1,1,1,62,3,1,1620101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2372,6.286,512,1450714,0,"2023-2024, Washington. Overall (6 months-17 years)",17.4 - 30.0,1,1,1,62,3,1,1620101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2372,6.286,512,976083,0,"2023-2024, Washington. Overall (6 months-17 years)",17.4 - 30.0,1,1,1,62,3,1,1620101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3487,7.728,512,1017356,0,"2023-2024, Washington. Overall (6 months-17 years)",27.1 - 42.6,1,1,1,62,3,1,1620101
Washington,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3487,7.728,512,1042289,0,"2023-2024, Washington. Overall (6 months-17 years)",27.1 - 42.6,1,1,1,62,3,1,1620101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1719,4.4724,833,166949,0,"2023-2024, West Virginia. Overall (6 months-17 years)",12.7 - 21.7,1,1,1,63,3,1,1630101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1719,4.4724,833,200707,0,"2023-2024, West Virginia. Overall (6 months-17 years)",12.7 - 21.7,1,1,1,63,3,1,1630101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.1923,4.7374,833,369227,0,"2023-2024, West Virginia. Overall (6 months-17 years)",14.5 - 24.0,1,1,1,63,3,1,1630101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2141,5.9646,833,458961,0,"2023-2024, West Virginia. Overall (6 months-17 years)",15.4 - 27.4,1,1,1,63,3,1,1630101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3055,6.7233,833,228588,0,"2023-2024, West Virginia. Overall (6 months-17 years)",23.8 - 37.3,1,1,1,63,3,1,1630101
West Virginia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3178,6.0021,833,495069,0,"2023-2024, West Virginia. Overall (6 months-17 years)",25.8 - 37.8,1,1,1,63,3,1,1630101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1666,4.7954,485,1080635,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",11.9 - 21.5,1,1,1,64,3,1,1640101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1666,4.7954,485,1419630,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",11.9 - 21.5,1,1,1,64,3,1,1640101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2043,5.4734,485,1090528,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",15.0 - 25.9,1,1,1,64,3,1,1640101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2108,5.617,485,906986,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",15.5 - 26.7,1,1,1,64,3,1,1640101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3119,9.7518,485,638389,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",21.4 - 40.9,1,1,1,64,3,1,1640101
Wisconsin,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3228,9.0177,485,503294,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",23.3 - 41.3,1,1,1,64,3,1,1640101
Wyoming,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1258,5.8574,468,152876,0,"2023-2024, Wyoming. Overall (6 months-17 years)",6.7 - 18.4,1,1,1,65,3,1,1650101
Wyoming,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1595,5.7156,468,96372,0,"2023-2024, Wyoming. Overall (6 months-17 years)",10.2 - 21.7,1,1,1,65,3,1,1650101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.4358,8.0941,719,277221,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",35.5 - 51.7,1,1,1,42,3,1,1420101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1549,6.6666,409,766721,0,"2023-2024, Missouri. Overall (6 months-17 years)",8.8 - 22.2,1,1,1,38,3,1,1380101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1751,5.8468,409,909464,0,"2023-2024, Missouri. Overall (6 months-17 years)",11.7 - 23.4,1,1,1,38,3,1,1380101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2323,6.9241,409,1422127,0,"2023-2024, Missouri. Overall (6 months-17 years)",16.3 - 30.2,1,1,1,38,3,1,1380101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2547,8.5774,409,1428425,0,"2023-2024, Missouri. Overall (6 months-17 years)",16.9 - 34.0,1,1,1,38,3,1,1380101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.2547,8.5774,409,1032675,0,"2023-2024, Missouri. Overall (6 months-17 years)",16.9 - 34.0,1,1,1,38,3,1,1380101
Missouri,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,,,409,599755,1,"2023-2024, Missouri. Overall (6 months-17 years)", - ,1,1,1,38,3,1,1380101
Montana,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1423,4.635,593,202849,0,"2023-2024, Montana. Overall (6 months-17 years)",9.6 - 18.9,1,1,1,39,3,1,1390101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2029,7.3947,421,438614,0,"2023-2024, Nebraska. Overall (6 months-17 years)",12.9 - 27.7,1,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2455,9.2318,421,452111,0,"2023-2024, Nebraska. Overall (6 months-17 years)",15.3 - 33.8,1,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.329,7.9972,421,868932,0,"2023-2024, Nebraska. Overall (6 months-17 years)",24.9 - 40.9,1,1,1,40,3,1,1400101
Nebraska,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.33,7.9961,421,1455287,0,"2023-2024, Nebraska. Overall (6 months-17 years)",25.0 - 41.0,1,1,1,40,3,1,1400101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1636,4.6835,575,376367,0,"2023-2024, Nevada. Overall (6 months-17 years)",11.7 - 21.0,1,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1906,5.3022,575,600739,0,"2023-2024, Nevada. Overall (6 months-17 years)",13.8 - 24.4,1,1,1,41,3,1,1410101
Nevada,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2314,6.2767,575,585294,0,"2023-2024, Nevada. Overall (6 months-17 years)",16.9 - 29.4,1,1,1,41,3,1,1410101
North Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,,,1078,763267,1,"2023-2024, North Carolina. Overall (6 months-17 years)", - ,1,1,1,46,3,1,1460101
New Hampshire,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3493,5.8757,719,354823,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",29.1 - 40.8,1,1,1,42,3,1,1420101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1874,3.1557,995,2523598,0,"2023-2024, New Jersey. Overall (6 months-17 years)",15.6 - 21.9,1,1,1,43,3,1,1430101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1971,3.3645,995,2376369,0,"2023-2024, New Jersey. Overall (6 months-17 years)",16.3 - 23.1,1,1,1,43,3,1,1430101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2297,4.2677,995,1715285,0,"2023-2024, New Jersey. Overall (6 months-17 years)",18.7 - 27.2,1,1,1,43,3,1,1430101
Ohio,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.3513,8.1897,479,1056173,0,"2023-2024, Ohio. Overall (6 months-17 years)",26.9 - 43.3,1,1,1,48,3,1,1480101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2443,4.7522,995,2365325,0,"2023-2024, New Jersey. Overall (6 months-17 years)",19.7 - 29.2,1,1,1,43,3,1,1430101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.392,5.2919,995,2115347,0,"2023-2024, New Jersey. Overall (6 months-17 years)",33.9 - 44.5,1,1,1,43,3,1,1430101
New Jersey,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4002,5.3451,995,1672427,0,"2023-2024, New Jersey. Overall (6 months-17 years)",34.7 - 45.4,1,1,1,43,3,1,1430101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2218,3.1438,1535,3448200,0,"2023-2024, New York. Overall (6 months-17 years)",19.0 - 25.3,1,1,1,45,3,1,1450101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2388,3.7502,1535,4109284,0,"2023-2024, New York. Overall (6 months-17 years)",20.1 - 27.6,1,1,1,45,3,1,1450101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2412,3.7819,1535,3459244,0,"2023-2024, New York. Overall (6 months-17 years)",20.3 - 27.9,1,1,1,45,3,1,1450101
Pennsylvania,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,0.4252,5.2707,1462,2482401,0,"2023-2024, Pennsylvania. Overall (6 months-17 years)",37.3 - 47.8,1,1,1,51,3,1,1510101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4071,4.7878,1535,3709222,0,"2023-2024, New York. Overall (6 months-17 years)",35.9 - 45.5,1,1,1,45,3,1,1450101
New York,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4078,4.5766,1535,4152142,0,"2023-2024, New York. Overall (6 months-17 years)",36.2 - 45.4,1,1,1,45,3,1,1450101
North Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1756,3.3542,1078,5492274,0,"2023-2024, North Carolina. Overall (6 months-17 years)",14.2 - 20.9,1,1,1,46,3,1,1460101
North Carolina,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2135,3.9202,1078,3376429,0,"2023-2024, North Carolina. Overall (6 months-17 years)",17.4 - 25.3,1,1,1,46,3,1,1460101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4226,5.7424,780,1833625,0,"2023-2024, Colorado. Overall (6 months-17 years)",36.5 - 48.0,1,1,1,17,3,1,1170101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2344,6.4181,391,184518,0,"2023-2024, Connecticut. Overall (6 months-17 years)",17.0 - 29.9,1,1,1,18,3,1,1180101
South Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 4,2023-11-25,2023-11-25,,,581,76523,1,"2023-2024, South Dakota. Overall (6 months-17 years)", - ,1,1,1,55,3,1,1550101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.246,6.5381,391,556525,0,"2023-2024, Connecticut. Overall (6 months-17 years)",18.1 - 31.1,1,1,1,18,3,1,1180101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2703,6.9108,391,896244,0,"2023-2024, Connecticut. Overall (6 months-17 years)",20.1 - 33.9,1,1,1,18,3,1,1180101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,,,391,327443,1,"2023-2024, Connecticut. Overall (6 months-17 years)", - ,1,1,1,18,3,1,1180101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4778,10.7248,391,244314,0,"2023-2024, Connecticut. Overall (6 months-17 years)",37.1 - 58.5,1,1,1,18,3,1,1180101
Connecticut,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4882,10.8104,391,204979,0,"2023-2024, Connecticut. Overall (6 months-17 years)",38.0 - 59.6,1,1,1,18,3,1,1180101
North Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.308,8.3727,454,299796,0,"2023-2024, North Dakota. Overall (6 months-17 years)",22.4 - 39.2,1,1,1,47,3,1,1470101
North Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3173,7.8224,454,151069,0,"2023-2024, North Dakota. Overall (6 months-17 years)",23.9 - 39.6,1,1,1,47,3,1,1470101
North Dakota,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3204,7.8465,454,343997,0,"2023-2024, North Dakota. Overall (6 months-17 years)",24.2 - 39.9,1,1,1,47,3,1,1470101
Ohio,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1504,4.9635,479,967832,0,"2023-2024, Ohio. Overall (6 months-17 years)",10.1 - 20.0,1,1,1,48,3,1,1480101
